Title,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency,Word,Frequency
Trump_2016/Trump_2016-09-13.txt , applaus,67, go,48, american,37, trump,32, countri,24, job,23, peopl,21, one,20, get,20, know,17, great,15, make,15, thank,13, famili,13, percent,13, wall,13, time,11, million,11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-09-16.txt , applaus,103, go,86, peopl,49, trump,34, american,31, job,28, look,26, countri,25, get,25, know,23, one,23, right,22, tell,20, !,20, great,19, deal,18, thank,17, way,17, lot,17, mani,16, come,16, love,15, new,15, take,15, year,14, want,14, like,13, never,13, see,13, citi,12, think,12, audienc,12, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-09-17.txt , thank,32, applaus,27, peopl,26, illeg,18, trump,17, time,17, famili,17, countri,17, back,16, american,15, go,15, know,14, immigr,13, never,12, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-09-29.txt , go,80, peopl,41, applaus,40, american,27, hillari,25, clinton,25, job,22, countri,21, new,19, happen,19, deal,19, know,17, look,17, state,16, think,16, right,15, never,15, say,15, like,14, thing,14, make,14, ever,14, one,14, great,13, everi,13, want,13, mani,12, said,12, america,12, special,11, win,11, see,10, trump,9, hampshir,9, time,9, start,9, get,9, sad,9, year,9, nation,9, campaign,8, much,8, realli,8, singl,8, made,8, seen,8, money,8, turn,8, anyth,8, big, 8]
Trump_2016/Trump_2016-09-30.txt , go,81, applaus,65, peopl,49, clinton,45, job,39, countri,38, hillari,37, trump,32, american,32, boo,30, get,30, know,29, !,24, want,22, said,21, make,21, michigan,20, ever,20, state,19, happen,19, deal,19, say,19, million,19, one,18, believ,18, never,18, give,17, america,17, like,17, back,16, right,16, money,16, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-10-03-A.txt , go,64, peopl,60, trump,57, know,55, question,55, militari,41, one,41, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-10-03-B.txt , applaus,94, go,82, peopl,66, ;,32, never,32, countri,31, know,29, tax,29, trump,28, job,28, want,27, said,27, audienc,27, great,25, hillari,25, clinton,25, like,25, make,24, ,24, get,23, american,22, mani,22, one,21, deal,20, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-10-05.txt , applaus,91, go,77, countri,41, trump,35, job,34, like,33, one,32, get,30, want,28, say,27, peopl,27, clinton,27, deal,25, year,24, state,23, great,22, america,22, vote,22, back,21, make,21, know,19, hillari,19, american,19, ever,18, work,17, audienc,17, u,17, right,16, said,16, thank,15, love,15, also,15, happen,15, care,15, thing,14, boo,14, never,14, border,14, everi,13, let,13, way,12, good,12, take,12, world,12, ,11, much,11, tell,11, new,11,0,11, see, 11]
Trump_2016/Trump_2016-10-06.txt , go,139, know,75, peopl,74, trump,73, one,55, want,48, great,45, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-10-10-A.txt , go,115, applaus,68, peopl,57, hillari,49, clinton,46, back,42, know,41, countri,41, want,40, one,32, right,27, like,26, said,26, take,26, make,26, job,25, get,23, trump,22, say,22, trade,21, thing,20, state,18, would,18, u,18, come,18, year,17, bring,17, mean,17, way,17, love,16, tell,16, mani,16, deal,16, much,16, think,16, happen,16, pennsylvania,15, new,15, border,15, great,14, let,14, woman,14, ph,13, good,13, medium,13, last,13, world,13, work,13, big,12, fight, 12]
Trump_2016/Trump_2016-10-10-B.txt , go,182, applaus,100, said,55, peopl,50, know,46, want,45, trump,42, great,40, get,40, like,37, one,36, right,32, say,26, come,26, thing,25, hillari,25, countri,24, happen,23, never,23, tell,21, think,21, take,21, job,20, clinton,20, good,19, let,19, lot,19, boo,19, state,19, vote,19, guy,18, see,18, way,17, time,17, make,17, big,17, look,17, got,17, money,16, put,16, ,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-10-11.txt , go,110, peopl,56, applaus,53, clinton,42, get,40, hillari,37, countri,34, want,32, said,32, make,31, right,30, know,30, much,29, american,29, great,27, like,26, time,25, job,25, state,24, see,23, vote,23, america,22, trump,21, florida,21, got,21, one,21, deal,21, win,20, say,20, year,20, rememb,20, way,19, new,19, border,18, mani,18, trade,16, thing,16, u,15, e,14, mail,14, also,14, good,14, realli,13, ever,13, elect,13, folk,13, look,13, berni,13, percent,13, come, 12]
Trump_2016/Trump_2016-10-12.txt , go,104, applaus,78, peopl,63, know,53, said,50, trump,43, countri,40, ph,39, want,35, job,31, one,31, look,31, great,30, hillari,30, clinton,29, get,28, deal,26, !,26, make,25, state,24, ,23, believ,23, american,21, back,20, right,20, never,19, like,19, presid,19, say,18, let,18, take,18, florida,17, happen,17, inaud,16, ever,16, year,16, trade,15, boo,15, lot,15, see,15, OK,15, percent,15, time,14, bad,14, america,14, unit,14, audienc,14, ,,,,,
Trump_2016/Trump_2016-10-13.txt , applaus,57, peopl,42, stori,32, countri,30, clinton,27, trump,25, great,22, year,22, boo,21, go,19, time,18, would,18, corrupt,17, look,17, never,17, polit,16, one,16, mani,16, like,15, believ,15, know,15, new,14, ;,14, say,13, establish,13, american,13, lie,13, medium,13, seen,13, power,12, happen,12, elect,12, thing,12, job,11, work,11, said,11, even,11, control,10, hillari,10, york,10, let,10, nation,10, want,10, vote,10, campaign,9, love,9, movement,9, total,9, machin,9, fals, 9]
Trump_2016/Trump_2016-10-14-A.txt , go,91, applaus,57, countri,39, know,38, peopl,37, trump,36, get,34, happen,29, one,26, clinton,25, hillari,23, stori,23, job,20, come,20, think,19, say,18, said,18, never,18, year,17, great,16, right,16, like,16, percent,16, time,16, state,15, lie,15, thank,14, look,14, good,13, big,13, back,13, thing,13, !,12, take,12, make,12, day,11, talk,11, total,11, much,10, medium,10, deal,10, way,10, boo,10, OK,10, let,10, campaign,9, nation,9, bad,9, last,9, u, 9]
Trump_2016/Trump_2016-10-14-B.txt , go,149, applaus,105, peopl,57, right,49, know,43, countri,42, trump,38, look,31, said,29, job,28, get,28, year,28, happen,27, back,27, great,27, good,27, like,25, much,24, make,23, one,22, thing,22, time,22, want,22, state,21, hillari,21, work,21, way,20, compani,20, talk,20, say,20, tell,18, think,18, got,18, lot,17, take,17, come,15, leav,15, boo,15, percent,15, see,15, new,15, bring,14, day,14, well,14, give,13, never,13, ago,13, teleprompt,13, nobodi,12, big, 12]
Trump_2016/Trump_2016-10-17.txt , go,84, inaud,58, applaus,53, trump,48, peopl,38, job,37, countri,35, want,31, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-10-18.txt , go,95, applaus,62, peopl,35, get,28, countri,27, know,26, time,26, job,26, trump,23, right,23, say,23, hillari,22, boo,21, come,19, work,18, one,18, look,17, back,15, vote,15, want,15, gener,15, year,15, great,14, everi,14, let,13, win,13, think,13, like,13, clinton,13, also,12, american,12, happen,12, way,11, make,11, take,11, govern,11, stop,11, got,11, fight,11, state,10, novemb,10, elect,10, tax,10, mean,10, guy,10, even,10, thousand,9, corrupt,9, trade,9, illeg, 9]
Trump_2016/Trump_2016-10-21-A.txt , go,61, trump,46, hanniti,43, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-10-21-B.txt , go,81, applaus,68, countri,37, one,30, job,30, peopl,29, take,28, trump,27, back,27, gonna,25, say,24, win,22, make,22, hillari,22, year,21, want,21, think,20, question,19, never,18, get,18, said,17, like,17, american,17, ever,15, great,15, right,15, know,15, boo,15, day,14, million,14, campaign,13, thank,13, believ,13, percent,13, ad,13, attack,13, look,12, three,12, america,12, everi,12, would,12, thing,12, start,12, state,11, time,11, happen,11, come,11, lose,11, let,11, clinton, 11]
Trump_2016/Trump_2016-10-21-C.txt , go,76, applaus,54, countri,26, pennsylvania,21, peopl,21, trump,20, job,19, make,18, !,17, great,17, boo,17, usa,16, time,16, year,16, get,15, like,14, need,14, one,13, tax,12, also,12, audienc,11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-10-27.txt , applaus,50, go,49, win,30, get,26, clinton,26, countri,23, job,23, peopl,22, american,20, trump,19, know,18, say,18, great,16, right,16, hillari,16, want,16, isi,16, one,15, make,14, state,14, ohio,13, obamacar,13, take,12, presid,12, back,11, much,10, thing,10, said,10, everi,9, world,9, time,9, keep,9, compani,9, unit,9, also,8, come,8, like,8, percent,8, boo,8, even,8, cheer,8, obama,8, u,8, year,8, day,7, four,7, vote,7, ,,,,,
Trump_2016/Trump_2016-10-28.txt , go,66, applaus,64, peopl,52, new,34, know,31, trump,29, hampshir,29, said,29, want,28, never,27, get,24, countri,24, like,23, gonna,22, come,22, hillari,21, clinton,21, great,21, think,21, right,20, say,20, percent,17, job,16, year,16, much,15, state,15, win,15, time,15, american,13, obamacar,13, place,13, let,12, world,12, way,12, vote,12, back,11, happen,11, drug,11, got,11, tax,11, love,10, big,10, mean,10, leav,10, also,10, deal,10, thank,9, seen,9, border,9, bill, 9]
Trump_2016/Trump_2016-10-31.txt , applaus,85, go,69, know,45, hillari,45, peopl,38, get,36, want,36, job,32, trump,28, one,28, gonna,27, time,27, great,26, countri,26, michigan,25, year,24, say,23, vote,23, right,21, state,21, make,20, clinton,20, american,19, day,18, back,18, believ,18, build,18, tell,18, america,17, thing,17, way,17, think,17, deal,17, world,16, mani,16, happen,16, win,15, everi,15, folk,15, mexico,15, ask,15, said,15, thank,14, work,14, u,14, four,13, much,13, take,13, wall,13,0, 13]
Trump_2016/Trump_2016-11-01-A.txt , applaus,81, go,64, great,31, hillari,29, trump,27, one,27, peopl,25, job,25, know,24, countri,24, want,23, get,22, thank,21, america,21, said,21, boo,19, say,18, right,17, state,15, make,15, american,15, would,15, like,14, chang,14, time,14, !,14, believ,14, think,13, tell,13, also,13, back,12, mani,12, way,11, year,11, clinton,11, happen,10, lot,10, ever,10, everi,10, wisconsin,9, vote,9, week,9, first,9, audienc,9, ,,,,,,,,,,,
Trump_2016/Trump_2016-11-01-B.txt , applaus,50, thank,22, peopl,21, go,21, trump,18, countri,16, care,14, great,14, job,12, health,12, bring,11, much,10, like,9, love,9, even,9, work,9, american,9, believ,8, one,8, back,8, obamacar,8, gonna,8, incred,7, also,7, pennsylvania,6, want,6, plan,6, percent,6, state,6, !,6, ph,6, rebuild,6, run,5, realli,5, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-11-02-A.txt , applaus,64, go,53, trump,41, want,29, right,28, boo,28, hillari,28, countri,23, peopl,22, thank,20, one,20, great,20, never,20, happen,19, know,19, clinton,18, time,18, american,18, like,16, get,16, !,16, vote,15, got,15, win,14, america,14, job,14, percent,13, live,13, florida,12, state,12, year,12, make,12, think,12, money,12, e,11, mail,11, say,11, believ,11, bad,11, commun,10, said,10, mean,10, gonna,10, back,9, rememb,9, also,9, audienc,9, ,,,,,
Trump_2016/Trump_2016-11-02-B.txt , applaus,80, go,70, want,47, know,41, peopl,35, great,33, trump,32, hillari,32, said,30, countri,28, one,27, right,25, back,21, say,21, got,20, get,20, think,19, like,18, !,16, american,16, job,16, win,15, laughter,15, make,15, time,15, thing,15, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-11-02-C.txt , applaus,54, go,52, know,24, hillari,24, peopl,23, trump,22, great,18, want,17, one,17, happen,15, say,14, countri,14, job,14, thank,13, state,13, boo,13, win,12, back,12, think,12, year,12, florida,11, vote,11, tell,11, end,11, everi,11, ph,11, audienc,10, u,10, american,10, never,10,0,10, america,10, get,9, like,9, big,9, let,9, right,9, mani,9, got,9, leav,9, clinton,9, first,9, campaign,8, world,8, time,8, commun,8, way,8, deal,8, believ,8, ,
Trump_2016/Trump_2016-11-03-A.txt , applaus,113, go,72, know,42, trump,37, hillari,35, peopl,28, clinton,28, boo,27, countri,27, one,26, say,25, audienc,24, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-11-03-B.txt , go,80, applaus,79, peopl,39, right,36, know,35, hillari,34, great,32, trump,27, countri,27, get,23, want,22, job,22, back,22, say,22, clinton,21, much,18, take,18, win,18, state,18, time,17, one,17, north,16, carolina,16, boo,16, thank,15, come,15, like,14, think,14, good,14, vote,13, said,13, !,13, world,13, OK,13, see,12, year,12, look,12, build,11, lot,11, got,11, make,11, everi,11, also,11, believ,11, work,11, america,11, thing,10, novemb,10, start,10, unit, 10]
Trump_2016/Trump_2016-11-04-A.txt , applaus,71, peopl,51, go,44, trump,40, know,32, right,32, great,30, want,29, said,28, countri,27, gonna,26, new,25, hillari,22, get,21, work,21, never,20, hampshir,19, even,19, say,19, like,18, job,18, one,16, take,16, thank,14, look,14, thing,14, make,14, need,14, first,13, back,13, beauti,13, also,13, !,13, bad,13, time,13, border,13, lot,13, happen,12, clinton,12, ,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-11-04-B.txt , cheer,87, applaus,87, go,64, crowd,32, know,32, countri,32, trump,31, great,30, peopl,28, back,24, hillari,23, want,23, job,23, pennsylvania,22, react,22, riley,20, Mr,20, get,19, say,19, take,18, right,18, much,17, state,17, ever,17, clinton,17, like,17, time,17, happen,17, never,17, ,16, way,16, said,16, love,15, work,15, believ,14, year,14, u,14, thousand,13, china,13, folk,12, bad,12, obama,12, would,12, american,12, move,12, border,12, son,12, ,12, outsid,11, win, 11]
Trump_2016/Trump_2016-11-04-C.txt , go,121, want,45, peopl,42, like,40, countri,38, know,37, applaus,32, great,32, happen,29, back,29, get,29, year,29, say,26, said,25, one,25, job,25, look,23, hillari,23, come,22, mani,20, thing,20, right,19, state,18, wall,18, ohio,17, day,17, think,17, lot,17, time,17, take,17, way,17, make,16, email,16, four,15, never,15, fight,15, trump,14, see,14, win,14, even,14, got,14, trade,14, work,13, leav,13, gener,13, clinton,13, mean,13, bad,13, presid,13, america, 13]
Trump_2016/Trump_2016-11-05-A.txt , go,96, applaus,58, trump,49, know,48, want,44, !,43, countri,39, get,38, say,36, great,35, peopl,34, hillari,28, right,28, never,26, audienc,24, much,23, like,23, win,22, back,22, thank,21, think,20, time,20, see,20, vote,20, folk,19, way,19, job,19, usa,17, bad,17, state,17, happen,17, make,16, big,16, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-11-05-B.txt , cheer,108, applaus,108, go,97, crowd,40, win,37, peopl,33, get,30, countri,30, great,28, want,27, react,25, state,24, know,23, job,23, hillari,22, vote,21, say,20, right,19, trump,17, back,17, never,17, said,16, year,16, thank,16, clinton,15, bring,14, come,13, day,13, nobodi,12, stop,12, govern,12, american,12, make,11, like,11, one,11, everi,11, texa,11, much,11, america,10, way,10, folk,10, big,10, u,10, thing,10, think,10, border,10, citi,10, got,9, tuesday,9, happen, 9]
Trump_2016/Trump_2016-11-06.txt , go,80, ;,60, countri,40, peopl,35, great,25, like,23, know,21, iowa,20, hillari,19, win,17, time,17, much,16, come,16, state,16, say,16, clinton,16, back,15, want,15, job,14, ever,14, said,13, one,13, right,13, thank,12, american,12, cut,12, would,11, never,11, wall,11, mani,11, tax,11, border,11, year,10, tell,10, get,10, happen,10, last,10, special,9, way,9, trade,9, vote,9, work,9, realli,8, believ,8, even,8, day,8, make,8, famili,8, interest,8, made, 8]
Trump_2016/Trump_2016-11-07-A.txt , applaus,108, go,55, know,45, gonna,43, countri,42, great,40, peopl,40, win,35, trump,33, hillari,24, like,23, right,22, say,21, thank,21, job,21, get,20, !,19, look,18, one,17, state,17, tell,17, time,17, florida,16, clinton,16, happen,16, vote,16, believ,15, thing,15, never,14, want,14, come,13, said,13, make,13, folk,13, american,13, see,13, back,12, way,12, u,12, new,12, ever,12, day,11, take,11, nobodi,11, obamacar,11, debat,11, obama,11, america,10, year,10, lot, 10]
Trump_2016/Trump_2016-11-07-B.txt , go,101, applaus,82, peopl,54, trump,36, know,36, boo,33, great,31, get,30, said,30, countri,28, one,27, think,26, win,24, hillari,24, got,24, like,24, say,23, right,22, want,21, time,18, job,18, way,18, audienc,17, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-11-07-C.txt , go,69, applaus,57, inaud,32, get,23, great,19, peopl,19, countri,19, hillari,19, boo,19, trump,17, back,17, know,17, pennsylvania,16, one,15, right,15, year,14, say,13, !,12, folk,12, job,12, time,11, clinton,11, vote,11, state,10, look,10, american,10, tax,10, take,9, trade,9, chang,9, never,9, audienc,9, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump_2016/Trump_2016-11-07-D.txt , applaus,109, go,70, peopl,51, great,38, want,30, know,30, thank,27, new,24, trump,22, hampshir,22, hillari,22, !,22, said,21, say,21, one,21, like,20, boo,19, get,18, job,18, countri,18, never,18, right,16, make,15, vote,15, look,13, stop,13, clinton,13, think,13, everi,13, got,13, build,13, american,12, back,12, america,12, time,11, win,11, first,10, state,10, work,10, happen,10, tomorrow,10, let,10, folk,10, bad,10, everybodi,9, big,9, believ,9, way,9, day,9, support, 9]
Trump_2016/Trump_2016-11-08.txt , applaus,79, go,67, peopl,29, trump,24, michigan,23, great,23, want,23, know,22, one,22, job,22, countri,21, win,18, back,18, build,17, hillari,16, time,16, said,15, mexico,15, right,15, state,14, get,14, plant,14, america,13, like,13, chang,13, talk,13, everi,13, new,12, say,12, move,12, thank,11, place,11, boo,11, year,11, clinton,11, way,11, look,10, today,10, take,10, american,10, work,10, make,9, love,9, lot,9, care,9, ,,,,,,,,,
Trump_2016/Trump_2016-11-09.txt , applaus,40, peopl,24, thank,23, great,22, want,13, know,11, go,10, reinc,10, trump,9, much,9, work,9, countri,9, say,9, tell,8, realli,8, u,7, time,7, get,7, unbeliev,7, rudi,7, call,6, look,6, ;,5, famili,5, hard,5, campaign,5, nation,5, american,5, tremend,5, honor,5, first,5, fantast,5, tough,5, job,5, mike,5, year,5, togeth,4, presid,4, said,4, incred,4, rebuild,4, dream,4, potenti,4, thing,4, put,4, also,4, big,4, brother,4, robert,4, guy, 4]